instance,depth,alpha,seed,train_acc,val_acc,test_acc,train_time,gap
hayes-roth,2,0.1,42,0.6625,0.525,0.525,1.0102994441986084,0.0
hayes-roth,2,0.0,53,0.7,0.55,0.55,0.8018577098846436,0.0
hayes-roth,2,0.01,53,0.7,0.55,0.55,1.0222673416137695,0.0
hayes-roth,2,0.1,53,0.675,0.5,0.55,0.966416597366333,0.0
hayes-roth,3,0.0,37,0.7875,0.625,0.65,19.686729192733765,0.0
hayes-roth,3,0.01,37,0.7875,0.625,0.65,28.323288202285767,0.0
hayes-roth,3,0.1,37,0.725,0.525,0.675,11.047302722930908,0.0
hayes-roth,3,0.0,42,0.8625,0.525,0.825,10.90563702583313,0.0
hayes-roth,3,0.01,42,0.8625,0.525,0.825,11.02088499069214,0.0
hayes-roth,3,0.1,42,0.7125,0.6,0.6,20.199546098709103,0.0
hayes-roth,3,0.0,53,0.8375,0.625,0.65,12.432400465011597,0.0
hayes-roth,3,0.01,53,0.8375,0.725,0.7,16.07408332824707,0.0
hayes-roth,3,0.1,53,0.725,0.6,0.6,16.827534675598145,0.0
hayes-roth,4,0.0,37,0.8875,0.825,0.825,600.2170085906982,0.028169014084505
hayes-roth,4,0.01,37,0.8625,0.825,0.8,600.1538591384888,0.081405485147185
hayes-roth,4,0.1,37,0.775,0.55,0.75,94.8836817741394,0.0
hayes-roth,4,0.0,42,0.9375,0.55,0.8,470.4858419895172,0.0
hayes-roth,4,0.01,42,0.925,0.625,0.875,326.8311834335327,0.0
hayes-roth,4,0.1,42,0.775,0.5,0.75,156.08795046806335,0.0
hayes-roth,4,0.0,53,0.9375,0.725,0.7,333.34061765670776,0.0
hayes-roth,4,0.01,53,0.9375,0.7,0.7,415.135324716568,0.0
hayes-roth,4,0.1,53,0.825,0.575,0.675,100.04261445999146,0.0
hayes-roth,5,0.0,37,0.9125,0.725,0.825,600.2650890350342,0.0958903997112276
hayes-roth,5,0.01,37,0.9,0.825,0.8,600.1241583824158,0.1416781962458219
hayes-roth,5,0.1,37,0.775,0.55,0.75,600.1127092838287,0.0435525763448185
hayes-roth,5,0.0,42,0.975,0.675,0.8,600.1491153240204,0.0256410013809514
hayes-roth,5,0.01,42,0.95,0.7,0.825,600.1175627708435,0.0776789024842395
hayes-roth,5,0.1,42,0.825,0.65,0.775,600.0964214801788,0.0891097610761465
hayes-roth,5,0.0,53,0.975,0.725,0.7,600.1415359973907,0.0256410190664009
hayes-roth,5,0.01,53,0.9375,0.7,0.7,600.1662423610687,0.0925179399533812
hayes-roth,5,0.1,53,0.825,0.675,0.725,600.1086332798004,0.1067899514754697
house-votes-84,2,0.0,37,0.9741379310344828,0.9482758620689656,0.9827586206896552,0.5445430278778076,0.0
house-votes-84,2,0.01,37,0.9741379310344828,0.9482758620689656,0.9827586206896552,0.5555150508880615,0.0
house-votes-84,2,0.1,37,0.9741379310344828,0.9482758620689656,0.9827586206896552,0.1894924640655517,0.0
house-votes-84,2,0.0,42,0.9655172413793104,0.9827586206896552,0.9655172413793104,0.4817121028900146,0.0
house-votes-84,2,0.01,42,0.9655172413793104,0.9827586206896552,0.9655172413793104,0.8919370174407959,0.0
house-votes-84,2,0.1,42,0.9655172413793104,0.9827586206896552,0.9655172413793104,0.3299868106842041,0.0
house-votes-84,2,0.0,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,1.1659681797027588,0.0
house-votes-84,2,0.01,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,1.0306410789489746,0.0
house-votes-84,2,0.1,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.3804285526275635,0.0
house-votes-84,3,0.0,37,0.9913793103448276,0.9482758620689656,0.9827586206896552,25.94608473777771,0.0
house-votes-84,3,0.01,37,0.9741379310344828,0.9482758620689656,0.9827586206896552,4.261045694351196,0.0
house-votes-84,3,0.1,37,0.9741379310344828,0.9482758620689656,0.9827586206896552,0.3110718727111816,0.0
house-votes-84,3,0.0,42,0.9827586206896552,0.8793103448275862,0.9482758620689656,38.974061250686646,0.0
house-votes-84,3,0.01,42,0.9827586206896552,0.896551724137931,0.9655172413793104,4.153017282485962,0.0
house-votes-84,3,0.1,42,0.9655172413793104,0.9827586206896552,0.9655172413793104,0.2219929695129394,0.0
house-votes-84,3,0.0,53,0.9913793103448276,0.9655172413793104,0.9482758620689656,36.151935338974,0.0
house-votes-84,3,0.01,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,5.360065937042236,0.0
house-votes-84,3,0.1,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.2681090831756592,0.0
house-votes-84,4,0.0,37,1.0,0.9310344827586208,0.9482758620689656,3.77003812789917,0.0
house-votes-84,4,0.01,37,0.9913793103448276,0.9655172413793104,0.9827586206896552,2.660896778106689,0.0
house-votes-84,4,0.1,37,0.9741379310344828,0.9482758620689656,0.9827586206896552,0.2580256462097168,0.0
house-votes-84,4,0.0,42,1.0,0.9482758620689656,0.913793103448276,174.45506262779236,0.0
house-votes-84,4,0.01,42,0.9827586206896552,0.896551724137931,0.9655172413793104,25.185011386871334,0.0
house-votes-84,4,0.1,42,0.9655172413793104,0.9827586206896552,0.9655172413793104,0.2220220565795898,0.0
house-votes-84,4,0.0,53,1.0,0.9655172413793104,0.9655172413793104,6.04804801940918,0.0
house-votes-84,4,0.01,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,5.138871431350708,0.0
house-votes-84,4,0.1,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.2309160232543945,0.0
house-votes-84,5,0.0,37,1.0,0.896551724137931,0.913793103448276,11.54218339920044,0.0
house-votes-84,5,0.01,37,0.9913793103448276,0.9655172413793104,0.9827586206896552,3.482001781463623,0.0
house-votes-84,5,0.1,37,0.9741379310344828,0.9482758620689656,0.9827586206896552,0.3128781318664551,0.0
house-votes-84,5,0.0,42,1.0,0.9310344827586208,0.9310344827586208,16.553049087524414,0.0
house-votes-84,5,0.01,42,0.9827586206896552,0.896551724137931,0.9655172413793104,60.64103269577026,0.0
house-votes-84,5,0.1,42,0.9655172413793104,0.9827586206896552,0.9655172413793104,0.409031867980957,0.0
house-votes-84,5,0.0,53,1.0,0.896551724137931,0.9827586206896552,4.1240551471710205,0.0
house-votes-84,5,0.01,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,3.776946783065796,0.0
house-votes-84,5,0.1,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.3491866588592529,0.0
soybean-small,2,0.0,37,1.0,0.75,0.9166666666666666,0.2307510375976562,0.0
soybean-small,2,0.01,37,1.0,0.9166666666666666,1.0,0.3930015563964844,0.0
soybean-small,2,0.1,37,1.0,0.6666666666666666,0.9166666666666666,0.4320600032806396,0.0
soybean-small,2,0.0,42,1.0,1.0,0.9166666666666666,0.3060050010681152,0.0
soybean-small,2,0.01,42,1.0,1.0,1.0,0.4579529762268066,0.0
soybean-small,2,0.1,42,1.0,1.0,0.9166666666666666,0.6189663410186768,0.0
soybean-small,2,0.0,53,1.0,1.0,1.0,0.2739794254302978,0.0
soybean-small,2,0.01,53,1.0,1.0,1.0,0.575481653213501,0.0
soybean-small,2,0.1,53,1.0,1.0,1.0,0.5949447154998779,0.0
soybean-small,3,0.0,37,1.0,1.0,1.0,0.2132701873779297,0.0
soybean-small,3,0.01,37,1.0,0.9166666666666666,1.0,0.3977227210998535,0.0
soybean-small,3,0.1,37,1.0,0.5,0.9166666666666666,1.1389684677124023,0.0
soybean-small,3,0.0,42,1.0,1.0,1.0,0.205087661743164,0.0
soybean-small,3,0.01,42,1.0,1.0,0.9166666666666666,0.972963571548462,0.0
soybean-small,3,0.1,42,1.0,1.0,0.9166666666666666,0.7689399719238281,0.0
soybean-small,3,0.0,53,1.0,1.0,0.9166666666666666,0.5600361824035645,0.0
soybean-small,3,0.01,53,1.0,0.8333333333333334,0.8333333333333334,0.6569383144378662,0.0
soybean-small,3,0.1,53,1.0,1.0,1.0,0.9972476959228516,0.0
soybean-small,4,0.0,37,1.0,0.6666666666666666,0.9166666666666666,0.3708112239837646,0.0
soybean-small,4,0.01,37,1.0,0.6666666666666666,0.9166666666666666,0.7779126167297363,0.0
soybean-small,4,0.1,37,1.0,0.25,0.8333333333333334,0.6979923248291016,0.0
soybean-small,4,0.0,42,1.0,0.8333333333333334,0.9166666666666666,0.6303699016571045,0.0
soybean-small,4,0.01,42,1.0,1.0,0.9166666666666666,0.6690287590026855,0.0
soybean-small,4,0.1,42,1.0,1.0,0.9166666666666666,0.7010798454284668,0.0
soybean-small,4,0.0,53,1.0,1.0,1.0,0.2430157661437988,0.0
soybean-small,4,0.01,53,1.0,1.0,1.0,0.84197998046875,0.0
soybean-small,4,0.1,53,1.0,1.0,1.0,0.7038447856903076,0.0
soybean-small,5,0.0,37,1.0,0.5,0.8333333333333334,0.5223095417022705,0.0
soybean-small,5,0.01,37,1.0,0.9166666666666666,1.0,1.1579976081848145,0.0
soybean-small,5,0.1,37,1.0,0.6666666666666666,0.9166666666666666,1.184072971343994,0.0
soybean-small,5,0.0,42,1.0,1.0,1.0,0.4489059448242187,0.0
soybean-small,5,0.01,42,1.0,1.0,0.9166666666666666,2.2268800735473637,0.0
soybean-small,5,0.1,42,1.0,1.0,0.9166666666666666,0.6587705612182617,0.0
soybean-small,5,0.0,53,1.0,0.8333333333333334,0.9166666666666666,0.2608997821807861,0.0
soybean-small,5,0.01,53,1.0,1.0,1.0,1.5079867839813232,0.0
soybean-small,5,0.1,53,1.0,1.0,1.0,1.162913799285889,0.0
spect,2,0.0,37,0.7894736842105263,0.7611940298507462,0.835820895522388,3.79148006439209,0.0
spect,2,0.01,37,0.7894736842105263,0.7611940298507462,0.835820895522388,1.9140129089355469,0.0
spect,2,0.1,37,0.7894736842105263,0.7611940298507462,0.835820895522388,0.2670891284942627,0.0
spect,2,0.0,42,0.8571428571428571,0.7014925373134329,0.7014925373134329,0.8299555778503418,0.0
spect,2,0.01,42,0.8571428571428571,0.7014925373134329,0.7014925373134329,0.8029580116271973,0.0
spect,2,0.1,42,0.7819548872180451,0.746268656716418,0.8656716417910447,0.3359947204589844,0.0
spect,2,0.0,53,0.8120300751879699,0.746268656716418,0.8059701492537313,4.673763036727905,0.0
spect,2,0.01,53,0.8120300751879699,0.746268656716418,0.8059701492537313,1.3288347721099854,0.0
spect,2,0.1,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.2082457542419433,0.0
spect,3,0.0,37,0.8195488721804511,0.7761194029850746,0.8208955223880597,278.14925384521484,0.0
spect,3,0.01,37,0.7894736842105263,0.7611940298507462,0.835820895522388,46.62502121925354,0.0
spect,3,0.1,37,0.7894736842105263,0.7611940298507462,0.835820895522388,0.3519384860992431,0.0
spect,3,0.0,42,0.9022556390977444,0.7164179104477612,0.7014925373134329,20.280030965805054,0.0
spect,3,0.01,42,0.9022556390977444,0.7164179104477612,0.7014925373134329,3.658647298812866,0.0
spect,3,0.1,42,0.7819548872180451,0.746268656716418,0.8656716417910447,0.4410209655761719,0.0
spect,3,0.0,53,0.8270676691729323,0.7164179104477612,0.6417910447761194,600.5743978023529,0.0219696913953183
spect,3,0.01,53,0.8120300751879699,0.746268656716418,0.8059701492537313,74.38084554672241,0.0
spect,3,0.1,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.2862350940704345,0.0
spect,4,0.0,37,0.8872180451127819,0.7313432835820896,0.8059701492537313,600.3569626808167,0.0289547737992474
spect,4,0.01,37,0.8571428571428571,0.7761194029850746,0.8507462686567164,447.6300995349884,0.0
spect,4,0.1,37,0.7894736842105263,0.7611940298507462,0.835820895522388,0.3680150508880615,0.0
spect,4,0.0,42,0.9398496240601504,0.6865671641791045,0.6268656716417911,600.4373347759247,0.0146666589253729
spect,4,0.01,42,0.9172932330827068,0.7014925373134329,0.7014925373134329,57.47242403030396,0.0
spect,4,0.1,42,0.7819548872180451,0.746268656716418,0.8656716417910447,0.4916858673095703,0.0
spect,4,0.0,53,0.8796992481203008,0.746268656716418,0.7761194029850746,600.3276038169861,0.0484330484330505
spect,4,0.01,53,0.8571428571428571,0.8208955223880597,0.8208955223880597,600.396324634552,0.0223984925844902
spect,4,0.1,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.2738978862762451,0.0
spect,5,0.0,37,0.924812030075188,0.7164179104477612,0.8059701492537313,600.1928169727325,0.024390235604918
spect,5,0.01,37,0.8646616541353384,0.7910447761194029,0.8507462686567164,600.3271131515503,0.0433073304403511
spect,5,0.1,37,0.7894736842105263,0.7611940298507462,0.835820895522388,0.4079089164733886,0.0
spect,5,0.0,42,0.9398496240601504,0.7014925373134329,0.7910447761194029,600.5071473121643,0.0399999944533318
spect,5,0.01,42,0.9172932330827068,0.7014925373134329,0.7014925373134329,600.190459728241,0.0164383561643822
spect,5,0.1,42,0.7819548872180451,0.746268656716418,0.8656716417910447,0.4560470581054687,0.0
spect,5,0.0,53,0.924812030075188,0.7014925373134329,0.6417910447761194,600.279461145401,0.0243902439024408
spect,5,0.01,53,0.8721804511278195,0.8059701492537313,0.8208955223880597,600.3324258327484,0.0488245931283926
spect,5,0.1,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.2691142559051513,0.0
tic-tac-toe,2,0.0,37,0.7202505219206681,0.694560669456067,0.675,61.46580243110657,0.0
tic-tac-toe,2,0.01,37,0.7202505219206681,0.694560669456067,0.675,91.35899138450624,0.0
tic-tac-toe,2,0.1,37,0.6597077244258872,0.6359832635983264,0.6583333333333333,7.701412677764893,0.0
tic-tac-toe,2,0.0,42,0.7077244258872651,0.6736401673640168,0.7125,62.49099159240723,0.0
tic-tac-toe,2,0.01,42,0.7077244258872651,0.6736401673640168,0.7125,78.3942539691925,0.0
tic-tac-toe,2,0.1,42,0.6910229645093946,0.6778242677824268,0.7375,27.65707802772522,0.0
tic-tac-toe,2,0.0,53,0.7077244258872651,0.7071129707112971,0.6791666666666667,67.97287321090698,0.0
tic-tac-toe,2,0.01,53,0.7035490605427975,0.698744769874477,0.7166666666666667,76.2248203754425,0.0
tic-tac-toe,2,0.1,53,0.6659707724425887,0.6359832635983264,0.6458333333333334,7.81710410118103,0.0
tic-tac-toe,3,0.0,37,0.7661795407098121,0.7949790794979079,0.7375,600.1665966510773,0.2493188010899234
tic-tac-toe,3,0.01,37,0.7265135699373695,0.7322175732217573,0.7291666666666666,600.1033585071564,0.3202969206553478
tic-tac-toe,3,0.1,37,0.6597077244258872,0.6359832635983264,0.6583333333333333,181.87216305732727,0.0
tic-tac-toe,3,0.0,42,0.7473903966597077,0.7531380753138075,0.8125,600.1475095748901,0.2425512104283021
tic-tac-toe,3,0.01,42,0.7369519832985386,0.6861924686192469,0.7,600.0699446201324,0.337388965864389
tic-tac-toe,3,0.1,42,0.6910229645093946,0.6778242677824268,0.7375,247.313591003418,0.0
tic-tac-toe,3,0.0,53,0.7891440501043842,0.7824267782426778,0.7375,600.0769209861755,0.2045855379188638
tic-tac-toe,3,0.01,53,0.7473903966597077,0.7447698744769874,0.7583333333333333,600.1184878349304,0.2816060614757539
tic-tac-toe,3,0.1,53,0.6659707724425887,0.6359832635983264,0.6458333333333334,106.3292679786682,0.0
tic-tac-toe,4,0.0,37,0.791231732776618,0.7531380753138075,0.7208333333333333,600.1571519374847,0.2638522427440693
tic-tac-toe,4,0.01,37,0.7202505219206681,0.694560669456067,0.675,600.1339421272278,0.3708465467630601
tic-tac-toe,4,0.1,37,0.6597077244258872,0.6359832635983264,0.6583333333333333,93.03843331336977,0.0
