instance,depth,alpha,seed,train_acc,val_acc,test_acc,train_time,gap
balance-scale,2,0,37,0.7467948717948718,0.6346153846153846,0.7070063694267515,310.82512378692627,0.0
balance-scale,2,0.01,37,0.7467948717948718,0.6346153846153846,0.7070063694267515,263.3237192630768,0.0
balance-scale,2,0.1,37,0.717948717948718,0.6858974358974359,0.6496815286624203,72.58280754089355,0.0
balance-scale,2,0,42,0.7403846153846154,0.7051282051282052,0.6815286624203821,258.8237419128418,0.0
balance-scale,2,0.01,42,0.7403846153846154,0.7051282051282052,0.6815286624203821,189.82942533493042,0.0
balance-scale,2,0.1,42,0.7115384615384616,0.6794871794871795,0.6687898089171974,91.38097620010376,0.0
balance-scale,2,0,53,0.7435897435897436,0.6730769230769231,0.6751592356687898,235.34377717971802,0.0
balance-scale,2,0.01,53,0.7435897435897436,0.6153846153846154,0.6687898089171974,329.51583456993103,0.0
balance-scale,2,0.1,53,0.7115384615384616,0.6730769230769231,0.6751592356687898,93.55449223518372,0.0
balance-scale,3,0,37,0.7852564102564102,0.6602564102564102,0.7133757961783439,1201.194067955017,1.0
balance-scale,3,0.01,37,0.7628205128205128,0.75,0.7006369426751592,1201.5215706825256,0.9441038937371777
balance-scale,3,0.1,37,0.717948717948718,0.6346153846153846,0.6687898089171974,1201.2824194431305,0.6023688663282503
balance-scale,3,0,42,0.8044871794871795,0.6794871794871795,0.6942675159235668,1201.206801891327,1.0
balance-scale,3,0.01,42,0.7980769230769231,0.6794871794871795,0.6751592356687898,1201.141235589981,0.9375
balance-scale,3,0.1,42,0.6538461538461539,0.6217948717948718,0.6114649681528662,1201.1861264705658,0.6341463414634146
balance-scale,3,0,53,0.7916666666666666,0.6923076923076923,0.732484076433121,1201.2155184745789,0.9846153846153847
balance-scale,3,0.01,53,0.8012820512820513,0.6923076923076923,0.7133757961783439,1201.151635169983,0.923121387283237
balance-scale,3,0.1,53,0.7692307692307693,0.717948717948718,0.7133757961783439,1201.144743680954,0.6076388888888888
balance-scale,4,0,37,0.8365384615384616,0.7371794871794872,0.7006369426751592,1202.5324132442474,1.0
balance-scale,4,0.01,37,0.8269230769230769,0.7564102564102564,0.7961783439490446,1202.5559735298157,0.9538660310149331
balance-scale,4,0.1,37,0.717948717948718,0.6346153846153846,0.6687898089171974,1202.410273551941,0.60744500846023
balance-scale,4,0,42,0.8237179487179487,0.7243589743589743,0.7388535031847133,1202.791998386383,1.0
balance-scale,4,0.01,42,0.8205128205128205,0.75,0.7133757961783439,1202.5458743572235,0.9568345323741007
balance-scale,4,0.1,42,0.7660256410256411,0.6858974358974359,0.6878980891719745,1202.4848401546478,0.6186440677966102
balance-scale,4,0,53,0.7916666666666666,0.6794871794871795,0.643312101910828,1202.577377319336,1.0
balance-scale,4,0.01,53,0.8044871794871795,0.7307692307692307,0.732484076433121,1202.5856409072876,0.9219941348973607
balance-scale,4,0.1,53,0.7628205128205128,0.6666666666666666,0.6815286624203821,1203.0183129310608,0.660409556314002
balance-scale,5,0,37,0.8173076923076923,0.7051282051282052,0.732484076433121,1206.1078815460205,1.0
balance-scale,5,0.01,37,0.8076923076923077,0.7371794871794872,0.732484076433121,1205.427969455719,0.9688880730112256
balance-scale,5,0.1,37,0.717948717948718,0.6858974358974359,0.6496815286624203,1217.4731273651123,0.7445008460236842
balance-scale,5,0,42,0.8076923076923077,0.7371794871794872,0.7070063694267515,1206.7387845516205,1.0
balance-scale,5,0.01,42,0.8108974358974359,0.7435897435897436,0.7261146496815286,1207.2287833690643,0.971830985915493
balance-scale,5,0.1,42,0.6538461538461539,0.6217948717948718,0.6114649681528662,1210.5332038402557,0.8536585365853658
balance-scale,5,0,53,0.8717948717948718,0.7756410256410257,0.7643312101910829,1205.8380453586578,1.0
balance-scale,5,0.01,53,0.782051282051282,0.6730769230769231,0.7452229299363057,1205.7795407772064,0.9707724425887272
balance-scale,5,0.1,53,0.7628205128205128,0.6666666666666666,0.6815286624203821,1206.009539604187,0.8037542662116092
breast-cancer,2,0,37,0.782608695652174,0.782608695652174,0.6857142857142857,57.855429887771606,0.0
breast-cancer,2,0.01,37,0.782608695652174,0.782608695652174,0.6857142857142857,82.11764979362488,0.0
breast-cancer,2,0.1,37,0.717391304347826,0.7101449275362319,0.6857142857142857,39.02517557144165,0.0
breast-cancer,2,0,42,0.7898550724637681,0.6956521739130435,0.7428571428571429,70.69224953651428,0.0
breast-cancer,2,0.01,42,0.7898550724637681,0.6811594202898551,0.7285714285714285,87.82145094871521,0.0
breast-cancer,2,0.1,42,0.6956521739130435,0.6811594202898551,0.7571428571428571,23.840314388275146,0.0
breast-cancer,2,0,53,0.8260869565217391,0.7101449275362319,0.6571428571428571,54.81601357460022,0.0
breast-cancer,2,0.01,53,0.8260869565217391,0.7101449275362319,0.6571428571428571,73.84894895553589,0.0
breast-cancer,2,0.1,53,0.7391304347826086,0.7536231884057971,0.6,51.042540311813354,0.0
breast-cancer,3,0,37,0.8260869565217391,0.7681159420289855,0.6714285714285714,1200.8040306568146,1.0
breast-cancer,3,0.01,37,0.8115942028985508,0.7536231884057971,0.7285714285714285,1200.952647447586,0.8829054477144639
breast-cancer,3,0.1,37,0.717391304347826,0.7101449275362319,0.6857142857142857,359.1547272205353,0.0
breast-cancer,3,0,42,0.8260869565217391,0.7246376811594203,0.6857142857142857,1200.8536241054535,1.0
breast-cancer,3,0.01,42,0.8405797101449275,0.7391304347826086,0.7285714285714285,1200.6899752616882,0.8429394812680119
breast-cancer,3,0.1,42,0.6956521739130435,0.6811594202898551,0.7571428571428571,951.1954536437988,0.0
breast-cancer,3,0,53,0.8478260869565217,0.7536231884057971,0.6571428571428571,1200.8511712551117,1.0
breast-cancer,3,0.01,53,0.8188405797101449,0.7681159420289855,0.6857142857142857,1201.0311703681946,0.8545972915181751
breast-cancer,3,0.1,53,0.7391304347826086,0.7536231884057971,0.6,588.2721970081329,0.0
breast-cancer,4,0,37,0.8260869565217391,0.7246376811594203,0.7,1201.5018990039825,1.0
breast-cancer,4,0.01,37,0.8188405797101449,0.7971014492753623,0.7285714285714285,1201.38991689682,0.9040077569489328
breast-cancer,4,0.1,37,0.717391304347826,0.7101449275362319,0.6857142857142857,629.9783802032471,0.0
breast-cancer,4,0,42,0.8478260869565217,0.7391304347826086,0.7571428571428571,1201.4471745491028,1.0
breast-cancer,4,0.01,42,0.8333333333333334,0.7536231884057971,0.7571428571428571,1201.088344335556,0.9030955585464333
breast-cancer,4,0.1,42,0.6956521739130435,0.6811594202898551,0.7571428571428571,1201.4424698352814,0.3047619047619009
breast-cancer,4,0,53,0.8840579710144928,0.6376811594202898,0.6857142857142857,1201.5623910427094,1.0
breast-cancer,4,0.01,53,0.8188405797101449,0.7101449275362319,0.6857142857142857,1201.1707441806793,0.8909479686386313
breast-cancer,4,0.1,53,0.7391304347826086,0.7536231884057971,0.6,607.1170301437378,0.0
breast-cancer,5,0,37,0.855072463768116,0.7246376811594203,0.6571428571428571,1202.9575581550598,1.0
breast-cancer,5,0.01,37,0.8405797101449275,0.782608695652174,0.7571428571428571,1203.1135075092316,0.9007352941176464
breast-cancer,5,0.1,37,0.717391304347826,0.7101449275362319,0.6857142857142857,501.86628913879395,0.0
breast-cancer,5,0,42,0.9347826086956522,0.6086956521739131,0.6571428571428571,1203.1409306526184,1.0
breast-cancer,5,0.01,42,0.855072463768116,0.7536231884057971,0.7714285714285715,1203.2919836044312,0.92485549132948
breast-cancer,5,0.1,42,0.6956521739130435,0.6811594202898551,0.7571428571428571,1202.6676270961761,0.29523809523809125
breast-cancer,5,0,53,0.9057971014492754,0.7391304347826086,0.6571428571428571,1203.9009308815002,1.0
breast-cancer,5,0.01,53,0.8188405797101449,0.7681159420289855,0.6857142857142857,1202.9123594760895,0.8909479686386313
breast-cancer,5,0.1,53,0.7391304347826086,0.7536231884057971,0.6,492.09527039527893,0.0
car-evaluation,2,0,37,0.7951388888888888,0.7662037037037037,0.7546296296296297,1135.5340650081635,0.0
car-evaluation,2,0.01,37,0.7951388888888888,0.7662037037037037,0.7546296296296297,707.3335337638855,0.0
car-evaluation,2,0.1,37,0.6851851851851852,0.7430555555555556,0.6875,415.6849465370178,0.0
car-evaluation,2,0,42,0.7511574074074074,0.8009259259259259,0.7731481481481481,1066.6969335079193,0.0
car-evaluation,2,0.01,42,0.7511574074074074,0.8009259259259259,0.7731481481481481,1201.5109415054321,0.7950864024042983
car-evaluation,2,0.1,42,0.6875,0.7129629629629629,0.7129629629629629,593.9170916080475,0.0
car-evaluation,2,0,53,0.78125,0.7453703703703703,0.7685185185185185,1166.1422789096832,0.0
car-evaluation,2,0.01,53,0.78125,0.7453703703703703,0.7685185185185185,1084.1936404705048,0.0
car-evaluation,2,0.1,53,0.7106481481481481,0.6967592592592593,0.6828703703703703,575.7542657852173,0.0
