instance,depth,alpha,seed,train_acc,val_acc,test_acc,train_time,gap
hayes-roth,5,0.01,42,0.9625,0.625,0.85,1200.2255461215973,0.04794902115949897
hayes-roth,5,0.1,42,0.825,0.65,0.775,575.5646667480469,0.0
hayes-roth,5,0,53,0.975,0.725,0.7,1200.3936080932617,0.025641016874860985
hayes-roth,5,0.01,53,0.9375,0.775,0.775,1200.1983180046082,0.07267475872400248
hayes-roth,5,0.1,53,0.825,0.675,0.725,723.220579624176,0.0
house-votes-84,2,0,37,0.9741379310344828,0.9482758620689655,0.9827586206896551,0.4049375057220459,0.0
house-votes-84,2,0.01,37,0.9741379310344828,0.9482758620689655,0.9827586206896551,0.4104118347167969,0.0
house-votes-84,2,0.1,37,0.9741379310344828,0.9482758620689655,0.9827586206896551,0.14911437034606934,0.0
house-votes-84,2,0,42,0.9655172413793104,0.9827586206896551,0.9655172413793104,0.43700432777404785,0.0
house-votes-84,2,0.01,42,0.9655172413793104,0.9827586206896551,0.9655172413793104,0.4956021308898926,0.0
house-votes-84,2,0.1,42,0.9655172413793104,0.9827586206896551,0.9655172413793104,0.16868305206298828,0.0
house-votes-84,2,0,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.4947021007537842,0.0
house-votes-84,2,0.01,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.6118717193603516,0.0
house-votes-84,2,0.1,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.21343016624450684,0.0
house-votes-84,3,0,37,0.9913793103448276,0.9482758620689655,0.9827586206896551,16.157879114151,0.0
house-votes-84,3,0.01,37,0.9741379310344828,0.9482758620689655,0.9827586206896551,2.580728054046631,0.0
house-votes-84,3,0.1,37,0.9741379310344828,0.9482758620689655,0.9827586206896551,0.1457216739654541,0.0
house-votes-84,3,0,42,0.9827586206896551,0.8793103448275862,0.9482758620689655,24.944907903671265,0.0
house-votes-84,3,0.01,42,0.9827586206896551,0.896551724137931,0.9655172413793104,3.3178138732910156,0.0
house-votes-84,3,0.1,42,0.9655172413793104,0.9827586206896551,0.9655172413793104,0.18366050720214844,0.0
house-votes-84,3,0,53,0.9913793103448276,0.9655172413793104,0.9482758620689655,26.534176349639893,0.0
house-votes-84,3,0.01,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,3.83296275138855,0.0
house-votes-84,3,0.1,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.15558385848999023,0.0
house-votes-84,4,0,37,1.0,0.9310344827586207,0.9482758620689655,2.159940004348755,0.0
house-votes-84,4,0.01,37,0.9913793103448276,0.9655172413793104,0.9827586206896551,1.884552001953125,0.0
house-votes-84,4,0.1,37,0.9741379310344828,0.9482758620689655,0.9827586206896551,0.16065597534179688,0.0
house-votes-84,4,0,42,1.0,0.9482758620689655,0.9137931034482759,142.86036276817322,0.0
house-votes-84,4,0.01,42,0.9827586206896551,0.896551724137931,0.9655172413793104,23.275840997695923,0.0
house-votes-84,4,0.1,42,0.9655172413793104,0.9827586206896551,0.9655172413793104,0.14462709426879883,0.0
house-votes-84,4,0,53,1.0,0.9655172413793104,0.9655172413793104,5.6838743686676025,0.0
house-votes-84,4,0.01,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,3.9644017219543457,0.0
house-votes-84,4,0.1,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.10571813583374023,0.0
house-votes-84,5,0,37,1.0,0.896551724137931,0.9137931034482759,8.983500003814697,0.0
house-votes-84,5,0.01,37,0.9913793103448276,0.9655172413793104,0.9827586206896551,2.922189235687256,0.0
house-votes-84,5,0.1,37,0.9741379310344828,0.9482758620689655,0.9827586206896551,0.1845083236694336,0.0
house-votes-84,5,0,42,1.0,0.9310344827586207,0.9310344827586207,9.477662086486816,0.0
house-votes-84,5,0.01,42,0.9827586206896551,0.896551724137931,0.9655172413793104,29.92155957221985,0.0
house-votes-84,5,0.1,42,0.9655172413793104,0.9827586206896551,0.9655172413793104,0.23938822746276855,0.0
house-votes-84,5,0,53,1.0,0.896551724137931,0.9827586206896551,2.9361510276794434,0.0
house-votes-84,5,0.01,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,3.407888174057007,0.0
house-votes-84,5,0.1,53,0.9741379310344828,0.9655172413793104,0.9655172413793104,0.2712740898132324,0.0
soybean-small,2,0,37,1.0,0.75,0.9166666666666666,0.19547724723815918,0.0
soybean-small,2,0.01,37,1.0,0.9166666666666666,1.0,0.3091747760772705,0.0
soybean-small,2,0.1,37,1.0,0.6666666666666666,0.9166666666666666,0.3919517993927002,0.0
soybean-small,2,0,42,1.0,1.0,0.9166666666666666,0.19448065757751465,0.0
soybean-small,2,0.01,42,1.0,1.0,1.0,0.5575087070465088,0.0
soybean-small,2,0.1,42,1.0,1.0,0.9166666666666666,1.0043151378631592,0.0
soybean-small,2,0,53,1.0,1.0,1.0,0.18051695823669434,0.0
soybean-small,2,0.01,53,1.0,1.0,1.0,0.5605008602142334,0.0
soybean-small,2,0.1,53,1.0,1.0,1.0,0.9225342273712158,0.0
soybean-small,3,0,37,1.0,1.0,1.0,0.19647645950317383,0.0
soybean-small,3,0.01,37,1.0,0.9166666666666666,1.0,0.41489148139953613,0.0
soybean-small,3,0.1,37,1.0,0.5,0.9166666666666666,1.1798450946807861,0.0
soybean-small,3,0,42,1.0,1.0,1.0,0.13463973999023438,0.0
soybean-small,3,0.01,42,1.0,1.0,0.9166666666666666,0.8786525726318359,0.0
soybean-small,3,0.1,42,1.0,1.0,0.9166666666666666,0.8656866550445557,0.0
soybean-small,3,0,53,1.0,1.0,0.9166666666666666,0.4418191909790039,0.0
soybean-small,3,0.01,53,1.0,0.8333333333333334,0.8333333333333334,0.6552503108978271,0.0
soybean-small,3,0.1,53,1.0,1.0,1.0,0.7858989238739014,0.0
soybean-small,4,0,37,1.0,0.6666666666666666,0.9166666666666666,0.2423539161682129,0.0
soybean-small,4,0.01,37,1.0,0.6666666666666666,0.9166666666666666,0.6153545379638672,0.0
soybean-small,4,0.1,37,1.0,0.25,0.8333333333333334,0.5265898704528809,0.0
soybean-small,4,0,42,1.0,0.8333333333333334,0.9166666666666666,0.4388270378112793,0.0
soybean-small,4,0.01,42,1.0,1.0,0.9166666666666666,0.5255947113037109,0.0
soybean-small,4,0.1,42,1.0,1.0,0.9166666666666666,0.7789173126220703,0.0
soybean-small,4,0,53,1.0,1.0,1.0,0.18550515174865723,0.0
soybean-small,4,0.01,53,1.0,1.0,1.0,0.7081077098846436,0.0
soybean-small,4,0.1,53,1.0,1.0,1.0,0.5864298343658447,0.0
soybean-small,5,0,37,1.0,0.5,0.8333333333333334,0.37998461723327637,0.0
soybean-small,5,0.01,37,1.0,0.9166666666666666,1.0,0.9195413589477539,0.0
soybean-small,5,0.1,37,1.0,0.6666666666666666,0.9166666666666666,0.8188076019287109,0.0
soybean-small,5,0,42,1.0,1.0,1.0,0.3181772232055664,0.0
soybean-small,5,0.01,42,1.0,1.0,0.9166666666666666,1.6007211208343506,0.0
soybean-small,5,0.1,42,1.0,1.0,0.9166666666666666,0.5664842128753662,0.0
soybean-small,5,0,53,1.0,0.8333333333333334,0.9166666666666666,0.13168120384216309,0.0
soybean-small,5,0.01,53,1.0,1.0,1.0,1.3713335990905762,0.0
soybean-small,5,0.1,53,1.0,1.0,1.0,1.0017116069793701,0.0
spect,2,0,37,0.7894736842105263,0.7611940298507462,0.835820895522388,4.404226064682007,0.0
spect,2,0.01,37,0.7894736842105263,0.7611940298507462,0.835820895522388,1.3673450946807861,0.0
spect,2,0.1,37,0.7894736842105263,0.7611940298507462,0.835820895522388,0.13261651992797852,0.0
spect,2,0,42,0.8571428571428571,0.7014925373134329,0.7014925373134329,0.5226032733917236,0.0
spect,2,0.01,42,0.8571428571428571,0.7014925373134329,0.7014925373134329,0.5036532878875732,0.0
spect,2,0.1,42,0.7819548872180451,0.746268656716418,0.8656716417910447,0.21342897415161133,0.0
spect,2,0,53,0.8120300751879699,0.746268656716418,0.8059701492537313,5.276221036911011,0.0
spect,2,0.01,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.9195420742034912,0.0
spect,2,0.1,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.1356651782989502,0.0
spect,3,0,37,0.8195488721804511,0.7761194029850746,0.8208955223880597,207.61963844299316,0.0
spect,3,0.01,37,0.7894736842105263,0.7611940298507462,0.835820895522388,36.19755744934082,0.0
spect,3,0.1,37,0.7894736842105263,0.7611940298507462,0.835820895522388,0.22539734840393066,0.0
spect,3,0,42,0.9022556390977443,0.7164179104477612,0.7014925373134329,14.784473896026611,0.0
spect,3,0.01,42,0.9022556390977443,0.7164179104477612,0.7014925373134329,3.1495883464813232,0.0
spect,3,0.1,42,0.7819548872180451,0.746268656716418,0.8656716417910447,0.24534320831298828,0.0
spect,3,0,53,0.8270676691729323,0.7164179104477612,0.6417910447761194,996.9788579940796,0.0
spect,3,0.01,53,0.8120300751879699,0.746268656716418,0.8059701492537313,59.437527894973755,0.0
spect,3,0.1,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.2014622688293457,0.0
spect,4,0,37,0.8947368421052632,0.6716417910447762,0.7611940298507462,1200.2444159984589,0.008403355700969964
spect,4,0.01,37,0.8571428571428571,0.7761194029850746,0.8507462686567164,299.8842239379883,0.0
spect,4,0.1,37,0.7894736842105263,0.7611940298507462,0.835820895522388,0.31815028190612793,0.0
spect,4,0,42,0.9398496240601504,0.6865671641791045,0.6417910447761194,1200.6335248947144,0.011999980912980154
spect,4,0.01,42,0.9172932330827067,0.7014925373134329,0.7014925373134329,42.78063201904297,0.0
spect,4,0.1,42,0.7819548872180451,0.746268656716418,0.8656716417910447,0.3251307010650635,0.0
spect,4,0,53,0.8796992481203008,0.746268656716418,0.7761194029850746,1200.5914947986603,0.04415953564853593
spect,4,0.01,53,0.8571428571428571,0.8208955223880597,0.8208955223880597,916.0599932670593,3.641561245925978e-07
spect,4,0.1,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.14261984825134277,0.0
spect,5,0,37,0.9323308270676691,0.7164179104477612,0.835820895522388,1200.2175450325012,0.01387945670628056
spect,5,0.01,37,0.8796992481203008,0.7761194029850746,0.8656716417910447,1200.2631421089172,0.022734116230049933
spect,5,0.1,37,0.7894736842105263,0.7611940298507462,0.835820895522388,0.3231356143951416,0.0
spect,5,0,42,0.9473684210526315,0.6716417910447762,0.6865671641791045,1201.0965003967285,0.03174603174603036
spect,5,0.01,42,0.9172932330827067,0.7014925373134329,0.7014925373134329,889.3421258926392,0.0
spect,5,0.1,42,0.7819548872180451,0.746268656716418,0.8656716417910447,0.34707188606262207,0.0
spect,5,0,53,0.924812030075188,0.7014925373134329,0.6417910447761194,1200.7819254398346,0.0243902355740651
spect,5,0.01,53,0.8721804511278195,0.8059701492537313,0.8208955223880597,1200.8459722995758,0.03797468354430562
spect,5,0.1,53,0.8120300751879699,0.746268656716418,0.8059701492537313,0.2074735164642334,0.0
tic-tac-toe,2,0,37,0.7202505219206681,0.694560669456067,0.675,50.25208497047424,0.0
tic-tac-toe,2,0.01,37,0.7202505219206681,0.694560669456067,0.675,71.19539785385132,0.0
tic-tac-toe,2,0.1,37,0.6597077244258872,0.6359832635983264,0.6583333333333333,5.750077962875366,0.0
tic-tac-toe,2,0,42,0.7077244258872651,0.6736401673640168,0.7125,48.3008246421814,0.0
tic-tac-toe,2,0.01,42,0.7077244258872651,0.6736401673640168,0.7125,58.60624027252197,0.0
tic-tac-toe,2,0.1,42,0.6910229645093946,0.6778242677824268,0.7375,22.52424669265747,0.0
tic-tac-toe,2,0,53,0.7077244258872651,0.7071129707112971,0.6791666666666667,53.57892942428589,0.0
tic-tac-toe,2,0.01,53,0.7035490605427975,0.698744769874477,0.7166666666666667,57.37579941749573,0.0
tic-tac-toe,2,0.1,53,0.6659707724425887,0.6359832635983264,0.6458333333333334,6.023526906967163,0.0
tic-tac-toe,3,0,37,0.778705636743215,0.7489539748953975,0.7375,1200.2544965744019,0.16454423396667525
tic-tac-toe,3,0.01,37,0.7494780793319415,0.7489539748953975,0.75,1200.1183428764343,0.22582398718242636
tic-tac-toe,3,0.1,37,0.6597077244258872,0.6359832635983264,0.6583333333333333,140.88815212249756,0.0
tic-tac-toe,3,0,42,0.7745302713987474,0.7405857740585774,0.7291666666666666,1200.18039894104,0.14353099730457936
tic-tac-toe,3,0.01,42,0.7766179540709812,0.7238493723849372,0.7708333333333334,1200.1309878826141,0.219890225521141
tic-tac-toe,3,0.1,42,0.6910229645093946,0.6778242677824268,0.7375,166.99246454238892,0.0
tic-tac-toe,3,0,53,0.7891440501043842,0.7824267782426778,0.7375,1200.207557439804,0.1673280423280358
tic-tac-toe,3,0.01,53,0.7473903966597077,0.7447698744769874,0.7583333333333333,1200.111671924591,0.23484579809020176
tic-tac-toe,3,0.1,53,0.6659707724425887,0.6359832635983264,0.6458333333333334,79.95625495910645,0.0
tic-tac-toe,4,0,37,0.7995824634655533,0.7656903765690377,0.75,1200.2833180427551,0.2506527365972172
tic-tac-toe,4,0.01,37,0.7202505219206681,0.694560669456067,0.675,1200.2470166683197,0.36511700558338867
tic-tac-toe,4,0.1,37,0.6597077244258872,0.6359832635983264,0.6583333333333333,62.78230094909668,0.0
