instance,method,depth,alpha,seed,train_acc,val_acc,test_acc,train_time,gap
breast-cancer,rb,3,0.1,34,0.6811594202898551,,0.7857142857142857,3.191465139389038,0.0
breast-cancer,cp,3,0.1,34,0.6811594202898551,,0.7857142857142857,5.705954313278198,0.0
breast-cancer,n,3,0,45,0.8043478260869565,0.7391304347826086,0.6571428571428571,5.192189931869507,0.0
breast-cancer,rb,3,0,45,0.7971014492753623,,0.7142857142857143,10.567853689193726,0.0
breast-cancer,cp,3,0,45,0.7971014492753623,,0.7142857142857143,11.487196922302246,0.0
breast-cancer,n,3,0.01,45,0.8043478260869565,0.7391304347826086,0.6571428571428571,6.914024829864502,0.0
breast-cancer,rb,3,0.01,45,0.7922705314009661,,0.7285714285714285,11.598515510559082,0.0
breast-cancer,cp,3,0.01,45,0.7922705314009661,,0.7285714285714285,16.942124605178833,0.0
breast-cancer,n,3,0.1,45,0.7101449275362319,0.7101449275362319,0.7,1.3867437839508057,0.0
breast-cancer,rb,3,0.1,45,0.2995169082125604,,0.34285714285714286,0.8401772975921631,0.0
breast-cancer,cp,3,0.1,45,0.7101449275362319,,0.7,3.2518723011016846,0.0
breast-cancer,n,3,0,56,0.7898550724637681,0.7536231884057971,0.6714285714285714,6.625759840011597,0.0
breast-cancer,rb,3,0,56,0.782608695652174,,0.7428571428571429,11.078778982162476,0.0
breast-cancer,cp,3,0,56,0.782608695652174,,0.7428571428571429,15.141593217849731,0.0
breast-cancer,n,3,0.01,56,0.7898550724637681,0.7536231884057971,0.6714285714285714,7.489309072494507,0.0
breast-cancer,rb,3,0.01,56,0.7777777777777778,,0.7571428571428571,12.694169998168945,0.0
breast-cancer,cp,3,0.01,56,0.7777777777777778,,0.7571428571428571,20.558531284332275,0.0
breast-cancer,n,3,0.1,56,0.7101449275362319,0.7681159420289855,0.6428571428571429,1.308572769165039,0.0
breast-cancer,rb,3,0.1,56,0.7294685990338164,,0.6428571428571429,1.5980310440063477,0.0
breast-cancer,cp,3,0.1,56,0.7294685990338164,,0.6428571428571429,2.0917952060699463,0.0
breast-cancer,n,3,0,67,0.7681159420289855,0.7971014492753623,0.6714285714285714,5.521559238433838,0.0
breast-cancer,rb,3,0,67,0.7922705314009661,,0.6857142857142857,9.61686110496521,0.0
breast-cancer,cp,3,0,67,0.7922705314009661,,0.6857142857142857,17.23014545440674,0.0
breast-cancer,n,3,0.01,67,0.7681159420289855,0.7971014492753623,0.6714285714285714,8.446031093597412,0.0
breast-cancer,rb,3,0.01,67,0.7874396135265701,,0.7,13.522761821746826,0.0
breast-cancer,cp,3,0.01,67,0.7874396135265701,,0.7,19.050655841827393,0.0
breast-cancer,n,3,0.1,67,0.6884057971014492,0.7971014492753623,0.6571428571428571,1.3432276248931885,0.0
breast-cancer,rb,3,0.1,67,0.7246376811594203,,0.6571428571428571,1.675658941268921,0.0
breast-cancer,cp,3,0.1,67,0.7246376811594203,,0.6571428571428571,3.505180835723877,0.0
breast-cancer,n,3,0,78,0.8260869565217391,0.6376811594202898,0.6571428571428571,4.851160764694214,0.0
breast-cancer,rb,3,0,78,0.782608695652174,,0.7285714285714285,10.665091276168823,0.0
breast-cancer,cp,3,0,78,0.782608695652174,,0.7428571428571429,13.280014514923096,0.0
breast-cancer,n,3,0.01,78,0.8188405797101449,0.6956521739130435,0.7285714285714285,7.182369232177734,0.0
breast-cancer,rb,3,0.01,78,0.34782608695652173,,0.3142857142857143,0.9933679103851318,0.0
breast-cancer,cp,3,0.01,78,0.782608695652174,,0.7428571428571429,17.595359563827515,0.0
breast-cancer,n,3,0.1,78,0.782608695652174,0.6376811594202898,0.6285714285714286,0.8521819114685059,0.0
breast-cancer,rb,3,0.1,78,0.7342995169082126,,0.6285714285714286,1.3330905437469482,0.0
breast-cancer,cp,3,0.1,78,0.7342995169082126,,0.6285714285714286,2.49044132232666,0.0
breast-cancer,n,3,0,89,0.7971014492753623,0.6956521739130435,0.6571428571428571,5.168443441390991,0.0
breast-cancer,rb,3,0,89,0.8019323671497585,,0.6714285714285714,8.460883378982544,0.0
breast-cancer,cp,3,0,89,0.8019323671497585,,0.6714285714285714,13.574366331100464,0.0
breast-cancer,n,3,0.01,89,0.7971014492753623,0.6956521739130435,0.6571428571428571,7.1189470291137695,0.0
breast-cancer,rb,3,0.01,89,0.7922705314009661,,0.7142857142857143,2.9504730701446533,0.0
breast-cancer,cp,3,0.01,89,0.7971014492753623,,0.7142857142857143,16.288769721984863,0.0
breast-cancer,n,3,0.1,89,0.717391304347826,0.6811594202898551,0.7142857142857143,1.2119107246398926,0.0
breast-cancer,rb,3,0.1,89,0.7053140096618358,,0.7142857142857143,1.8911030292510986,0.0
breast-cancer,cp,3,0.1,89,0.7053140096618358,,0.7142857142857143,2.9487106800079346,0.0
breast-cancer,n,3,0,93,0.8115942028985508,0.7246376811594203,0.7428571428571429,5.435539960861206,0.0
breast-cancer,rb,3,0,93,0.7874396135265701,,0.7428571428571429,11.538003921508789,0.0
breast-cancer,cp,3,0,93,0.7874396135265701,,0.7428571428571429,17.791152238845825,0.0
breast-cancer,n,3,0.01,93,0.8115942028985508,0.7391304347826086,0.7428571428571429,8.106513977050781,0.0
breast-cancer,rb,3,0.01,93,0.7874396135265701,,0.7428571428571429,14.775245189666748,0.0
breast-cancer,cp,3,0.01,93,0.7874396135265701,,0.7428571428571429,20.113269090652466,0.0
breast-cancer,n,3,0.1,93,0.7608695652173914,0.6811594202898551,0.6285714285714286,1.0230202674865723,0.0
breast-cancer,rb,3,0.1,93,0.7342995169082126,,0.6285714285714286,1.6250102519989014,0.0
breast-cancer,cp,3,0.1,93,0.7342995169082126,,0.6285714285714286,2.246943712234497,0.0
breast-cancer,n,3,0,5,0.8043478260869565,0.7391304347826086,0.7428571428571429,8.497340440750122,0.0
breast-cancer,rb,3,0,5,0.7874396135265701,,0.7428571428571429,11.938081741333008,0.0
breast-cancer,cp,3,0,5,0.7874396135265701,,0.7285714285714285,16.89267897605896,0.0
breast-cancer,n,3,0.01,5,0.8043478260869565,0.7391304347826086,0.7428571428571429,7.390859127044678,0.0
breast-cancer,rb,3,0.01,5,0.6521739130434783,,0.7285714285714285,3.209995746612549,0.0
breast-cancer,cp,3,0.01,5,0.782608695652174,,0.7428571428571429,19.435079097747803,0.0
breast-cancer,n,3,0.1,5,0.7318840579710145,0.6956521739130435,0.6714285714285714,1.4289546012878418,0.0
breast-cancer,rb,3,0.1,5,0.7198067632850241,,0.6714285714285714,1.7588427066802979,0.0
breast-cancer,cp,3,0.1,5,0.7198067632850241,,0.6714285714285714,4.297393321990967,0.0
car-evaluation,n,3,0,11,0.7754629629629629,0.7916666666666666,0.7685185185185185,41.77654242515564,0.0
car-evaluation,rb,3,0,11,0.7808641975308642,,0.7685185185185185,91.78159666061401,0.0
car-evaluation,cp,3,0,11,0.7808641975308642,,0.7685185185185185,152.4951207637787,0.0
car-evaluation,n,3,0.01,11,0.7754629629629629,0.7916666666666666,0.7685185185185185,36.36108613014221,0.0
car-evaluation,rb,3,0.01,11,0.7808641975308642,,0.7685185185185185,83.80764937400818,0.0
car-evaluation,cp,3,0.01,11,0.7808641975308642,,0.7685185185185185,124.03358769416809,0.0
car-evaluation,n,3,0.1,11,0.7002314814814815,0.6921296296296297,0.7083333333333334,9.363050699234009,0.0
car-evaluation,rb,3,0.1,11,0.6975308641975309,,0.7083333333333334,21.58138155937195,0.0
car-evaluation,cp,3,0.1,11,0.6975308641975309,,0.7083333333333334,28.283567190170288,0.0
car-evaluation,n,3,0,23,0.7835648148148148,0.7847222222222222,0.7592592592592593,24.032074451446533,0.0
car-evaluation,rb,3,0,23,0.7839506172839507,,0.7592592592592593,95.92241764068604,0.0
car-evaluation,cp,3,0,23,0.7839506172839507,,0.7592592592592593,175.55092358589172,0.0
car-evaluation,n,3,0.01,23,0.7835648148148148,0.7847222222222222,0.7592592592592593,24.630824089050293,0.0
car-evaluation,rb,3,0.01,23,0.7839506172839507,,0.7592592592592593,50.429285526275635,0.0
car-evaluation,cp,3,0.01,23,0.7839506172839507,,0.7592592592592593,191.50316643714905,0.0
car-evaluation,n,3,0.1,23,0.6921296296296297,0.6921296296296297,0.7245370370370371,14.61881160736084,0.0
car-evaluation,rb,3,0.1,23,0.6921296296296297,,0.7245370370370371,29.960230350494385,0.0
car-evaluation,cp,3,0.1,23,0.6921296296296297,,0.7245370370370371,20.947760343551636,0.0
car-evaluation,n,3,0,34,0.7905092592592593,0.7407407407407407,0.7893518518518519,39.71304750442505,0.0
car-evaluation,rb,3,0,34,0.7739197530864198,,0.7893518518518519,94.26601314544678,0.0
car-evaluation,cp,3,0,34,0.7739197530864198,,0.7893518518518519,164.08778953552246,0.0
car-evaluation,n,3,0.01,34,0.7905092592592593,0.7407407407407407,0.7893518518518519,17.920422792434692,0.0
car-evaluation,rb,3,0.01,34,0.7739197530864198,,0.7893518518518519,84.80278635025024,0.0
car-evaluation,cp,3,0.01,34,0.7739197530864198,,0.7893518518518519,110.29043483734131,0.0
car-evaluation,n,3,0.1,34,0.6956018518518519,0.6712962962962963,0.7384259259259259,10.265602588653564,0.0
car-evaluation,rb,3,0.1,34,0.6875,,0.7384259259259259,31.246007204055786,0.0
car-evaluation,cp,3,0.1,34,0.6875,,0.7384259259259259,51.087016105651855,0.0
car-evaluation,n,3,0,45,0.7835648148148148,0.7847222222222222,0.7592592592592593,46.36195421218872,0.0
car-evaluation,rb,3,0,45,0.7839506172839507,,0.7592592592592593,57.31906270980835,0.0
car-evaluation,cp,3,0,45,0.7839506172839507,,0.7592592592592593,70.66013860702515,0.0
car-evaluation,n,3,0.01,45,0.7835648148148148,0.7847222222222222,0.7592592592592593,20.277345895767212,0.0
car-evaluation,rb,3,0.01,45,0.7839506172839507,,0.7592592592592593,53.143781661987305,0.0
car-evaluation,cp,3,0.01,45,0.7839506172839507,,0.7592592592592593,126.9188494682312,0.0
car-evaluation,n,3,0.1,45,0.7094907407407407,0.6828703703703703,0.6990740740740741,18.131924867630005,0.0
car-evaluation,rb,3,0.1,45,0.7006172839506173,,0.6990740740740741,33.98044419288635,0.0
car-evaluation,cp,3,0.1,45,0.7006172839506173,,0.6990740740740741,25.223570823669434,0.0
car-evaluation,n,3,0,56,0.7916666666666666,0.7754629629629629,0.7523148148148148,36.00641989707947,0.0
car-evaluation,rb,3,0,56,0.7862654320987654,,0.7523148148148148,81.32525777816772,0.0
car-evaluation,cp,3,0,56,0.7862654320987654,,0.7523148148148148,69.6089916229248,0.0
car-evaluation,n,3,0.01,56,0.7916666666666666,0.7754629629629629,0.7523148148148148,16.575923681259155,0.0
car-evaluation,rb,3,0.01,56,0.7862654320987654,,0.7523148148148148,64.75246334075928,0.0
car-evaluation,cp,3,0.01,56,0.7862654320987654,,0.7523148148148148,186.42423844337463,0.0
car-evaluation,n,3,0.1,56,0.7060185185185185,0.6898148148148148,0.6990740740740741,10.550121307373047,0.0
car-evaluation,rb,3,0.1,56,0.7006172839506173,,0.6990740740740741,29.01448369026184,0.0
car-evaluation,cp,3,0.1,56,0.7006172839506173,,0.6990740740740741,29.52881693840027,0.0
car-evaluation,n,3,0,67,0.7939814814814815,0.7569444444444444,0.7662037037037037,19.999670267105103,0.0
car-evaluation,rb,3,0,67,0.7816358024691358,,0.7662037037037037,57.97813391685486,0.0
car-evaluation,cp,3,0,67,0.7816358024691358,,0.7662037037037037,96.07688689231873,0.0
car-evaluation,n,3,0.01,67,0.7939814814814815,0.7569444444444444,0.7662037037037037,30.16624140739441,0.0
car-evaluation,rb,3,0.01,67,0.7816358024691358,,0.7662037037037037,84.89655542373657,0.0
car-evaluation,cp,3,0.01,67,0.7816358024691358,,0.7662037037037037,180.98035287857056,0.0
car-evaluation,n,3,0.1,67,0.7094907407407407,0.6689814814814815,0.7129629629629629,18.926543951034546,0.0
car-evaluation,rb,3,0.1,67,0.6959876543209876,,0.7129629629629629,32.055415391922,0.0
car-evaluation,cp,3,0.1,67,0.6959876543209876,,0.7129629629629629,32.027283668518066,0.0
car-evaluation,n,3,0,78,0.7662037037037037,0.7870370370370371,0.7916666666666666,38.122642993927,0.0
car-evaluation,rb,3,0,78,0.7731481481481481,,0.7916666666666666,74.23129200935364,0.0
car-evaluation,cp,3,0,78,0.7731481481481481,,0.7916666666666666,138.13494849205017,0.0
car-evaluation,n,3,0.01,78,0.7662037037037037,0.7870370370370371,0.7916666666666666,43.75523114204407,0.0
car-evaluation,rb,3,0.01,78,0.7731481481481481,,0.7916666666666666,75.84771847724915,0.0
car-evaluation,cp,3,0.01,78,0.7731481481481481,,0.7916666666666666,165.48254776000977,0.0
car-evaluation,n,3,0.1,78,0.6956018518518519,0.7083333333333334,0.7013888888888888,16.294434547424316,0.0
car-evaluation,rb,3,0.1,78,0.6998456790123457,,0.7013888888888888,23.1350417137146,0.0
car-evaluation,cp,3,0.1,78,0.6998456790123457,,0.7013888888888888,23.946964502334595,0.0
car-evaluation,n,3,0,89,0.7777777777777778,0.7638888888888888,0.7916666666666666,20.252324104309082,0.0
car-evaluation,rb,3,0,89,0.7731481481481481,,0.7916666666666666,91.83227753639221,0.0
car-evaluation,cp,3,0,89,0.7731481481481481,,0.7916666666666666,118.24029755592346,0.0
car-evaluation,n,3,0.01,89,0.7777777777777778,0.7638888888888888,0.7916666666666666,55.40272235870361,0.0
car-evaluation,rb,3,0.01,89,0.7731481481481481,,0.7916666666666666,81.68404531478882,0.0
car-evaluation,cp,3,0.01,89,0.7731481481481481,,0.7916666666666666,310.60419964790344,0.0
car-evaluation,n,3,0.1,89,0.7013888888888888,0.7013888888888888,0.6967592592592593,14.749876260757446,0.0
car-evaluation,rb,3,0.1,89,0.7013888888888888,,0.6967592592592593,19.369406938552856,0.0
car-evaluation,cp,3,0.1,89,0.7013888888888888,,0.6967592592592593,21.215778589248657,0.0
car-evaluation,n,3,0,93,0.78125,0.7569444444444444,0.7916666666666666,27.20209050178528,0.0
car-evaluation,rb,3,0,93,0.7731481481481481,,0.7916666666666666,64.04807305335999,0.0
car-evaluation,cp,3,0,93,0.7731481481481481,,0.7916666666666666,127.08169364929199,0.0
car-evaluation,n,3,0.01,93,0.78125,0.7569444444444444,0.7916666666666666,28.241042852401733,0.0
car-evaluation,rb,3,0.01,93,0.7731481481481481,,0.7916666666666666,102.1497597694397,0.0
car-evaluation,cp,3,0.01,93,0.7731481481481481,,0.7916666666666666,152.76372957229614,0.0
car-evaluation,n,3,0.1,93,0.7060185185185185,0.6828703703703703,0.7060185185185185,8.976402997970581,0.0
car-evaluation,rb,3,0.1,93,0.6983024691358025,,0.7060185185185185,25.11268901824951,0.0
car-evaluation,cp,3,0.1,93,0.6983024691358025,,0.7060185185185185,35.28992176055908,0.0
car-evaluation,n,3,0,5,0.7708333333333334,0.7615740740740741,0.7731481481481481,34.588054895401,0.0
car-evaluation,rb,3,0,5,0.7746913580246914,,0.7870370370370371,83.05877995491028,0.0
car-evaluation,cp,3,0,5,0.7746913580246914,,0.7870370370370371,122.56052708625793,0.0
car-evaluation,n,3,0.01,5,0.7708333333333334,0.7615740740740741,0.7731481481481481,30.747095108032227,0.0
car-evaluation,rb,3,0.01,5,0.7746913580246914,,0.7870370370370371,66.23872590065002,0.0
car-evaluation,cp,3,0.01,5,0.7746913580246914,,0.7870370370370371,252.3965528011322,0.0
car-evaluation,n,3,0.1,5,0.7048611111111112,0.6712962962962963,0.7199074074074074,9.750064134597778,0.0
car-evaluation,rb,3,0.1,5,0.6936728395061729,,0.7199074074074074,25.54999351501465,0.0
car-evaluation,cp,3,0.1,5,0.6936728395061729,,0.7199074074074074,31.642144203186035,0.0
hayes-roth,n,3,0,11,0.65,0.625,0.5,0.8366696834564209,0.0
hayes-roth,rb,3,0,11,0.6583333333333333,,0.5,1.2786428928375244,0.0
hayes-roth,cp,3,0,11,0.6583333333333333,,0.5,3.858515977859497,0.0
hayes-roth,n,3,0.01,11,0.65,0.625,0.5,1.0459766387939453,0.0
hayes-roth,rb,3,0.01,11,0.6583333333333333,,0.5,1.6301426887512207,0.0
hayes-roth,cp,3,0.01,11,0.6583333333333333,,0.5,5.820478916168213,0.0
hayes-roth,n,3,0.1,11,0.6125,0.525,0.65,0.8590881824493408,0.0
